Year,Industry_aggregation_NZSIOC,Industry_code_NZSIOC,Industry_name_NZSIOC,Units,Variable_code,Variable_name,Variable_category,Value,Industry_code_ANZSIC06
2024,Level 3,AA31,Fishing and Aquaculture,Dollars (millions),H23,Surplus before income tax,Financial performance,202,ANZSIC06 groups A020 and A041
2024,Level 3,AA31,Fishing and Aquaculture,Dollars (millions),H24,Total assets,Financial position,2815,ANZSIC06 groups A020 and A041
2024,Level 3,AA31,Fishing and Aquaculture,Dollars (millions),H25,Current assets,Financial position,855,ANZSIC06 groups A020 and A041
2024,Level 3,AA31,Fishing and Aquaculture,Dollars (millions),H26,Fixed tangible assets,Financial position,754,ANZSIC06 groups A020 and A041
2024,Level 3,AA31,Fishing and Aquaculture,Dollars (millions),H29,Other assets,Financial position,1206,ANZSIC06 groups A020 and A041
2024,Level 3,AA31,Fishing and Aquaculture,Dollars (millions),H30,Total equity and liabilities,Financial position,2815,ANZSIC06 groups A020 and A041
2024,Level 3,AA31,Fishing and Aquaculture,Dollars (millions),H31,Shareholders funds or owners equity,Financial position,1156,ANZSIC06 groups A020 and A041
2024,Level 3,AA31,Fishing and Aquaculture,Dollars (millions),H32,Current liabilities,Financial position,576,ANZSIC06 groups A020 and A041
2024,Level 3,AA31,Fishing and Aquaculture,Dollars (millions),H33,Other liabilities,Financial position,1083,ANZSIC06 groups A020 and A041
2024,Level 3,AA31,Fishing and Aquaculture,Dollars,H34,Total income per employee count,Financial ratios,580900,ANZSIC06 groups A020 and A041
2024,Level 3,AA31,Fishing and Aquaculture,Dollars,H35,Surplus per employee count,Financial ratios,65200,ANZSIC06 groups A020 and A041
2024,Level 3,AA31,Fishing and Aquaculture,Percentage,H36,Current ratio,Financial ratios,148,ANZSIC06 groups A020 and A041
2024,Level 3,AA31,Fishing and Aquaculture,Percentage,H37,Quick ratio,Financial ratios,111,ANZSIC06 groups A020 and A041
2024,Level 3,AA31,Fishing and Aquaculture,Percentage,H39,Return on equity,Financial ratios,18,ANZSIC06 groups A020 and A041
2024,Level 3,AA31,Fishing and Aquaculture,Percentage,H40,Return on total assets,Financial ratios,7,ANZSIC06 groups A020 and A041
2024,Level 3,AA31,Fishing and Aquaculture,Percentage,H41,Liabilities structure,Financial ratios,41,ANZSIC06 groups A020 and A041
2024,Level 3,AA32,"Agriculture, Forestry and Fishing Support Services and Hunting",Dollars (millions),H01,Total income,Financial performance,6745,"ANZSIC06 groups A042, A051, and A052"
2024,Level 3,AA32,"Agriculture, Forestry and Fishing Support Services and Hunting",Dollars (millions),H04,Sales of goods and services,Financial performance,6562,"ANZSIC06 groups A042, A051, and A052"
2024,Level 3,AA32,"Agriculture, Forestry and Fishing Support Services and Hunting",Dollars (millions),H05,"Interest, dividends and donations",Financial performance,93,"ANZSIC06 groups A042, A051, and A052"
2024,Level 3,AA32,"Agriculture, Forestry and Fishing Support Services and Hunting",Dollars (millions),H06,"Government funding, grants and subsidies",Financial performance,32,"ANZSIC06 groups A042, A051, and A052"
2024,Level 3,AA32,"Agriculture, Forestry and Fishing Support Services and Hunting",Dollars (millions),H07,Non-operating income,Financial performance,59,"ANZSIC06 groups A042, A051, and A052"
2024,Level 3,AA32,"Agriculture, Forestry and Fishing Support Services and Hunting",Dollars (millions),H08,Total expenditure,Financial performance,6210,"ANZSIC06 groups A042, A051, and A052"
2024,Level 3,AA32,"Agriculture, Forestry and Fishing Support Services and Hunting",Dollars (millions),H09,Interest and donations,Financial performance,209,"ANZSIC06 groups A042, A051, and A052"
2024,Level 3,AA32,"Agriculture, Forestry and Fishing Support Services and Hunting",Dollars (millions),H10,Indirect taxes,Financial performance,25,"ANZSIC06 groups A042, A051, and A052"
2024,Level 3,AA32,"Agriculture, Forestry and Fishing Support Services and Hunting",Dollars (millions),H11,Depreciation,Financial performance,381,"ANZSIC06 groups A042, A051, and A052"
2024,Level 3,AA32,"Agriculture, Forestry and Fishing Support Services and Hunting",Dollars (millions),H12,Salaries and wages paid,Financial performance,1834,"ANZSIC06 groups A042, A051, and A052"
2024,Level 3,AA32,"Agriculture, Forestry and Fishing Support Services and Hunting",Dollars (millions),H13,Redundancy and severance,Financial performance,1,"ANZSIC06 groups A042, A051, and A052"
2024,Level 3,AA32,"Agriculture, Forestry and Fishing Support Services and Hunting",Dollars (millions),H19,Purchases and other operating expenses,Financial performance,3698,"ANZSIC06 groups A042, A051, and A052"
2024,Level 3,AA32,"Agriculture, Forestry and Fishing Support Services and Hunting",Dollars (millions),H20,Non-operating expenses,Financial performance,63,"ANZSIC06 groups A042, A051, and A052"
2024,Level 3,AA32,"Agriculture, Forestry and Fishing Support Services and Hunting",Dollars (millions),H21,Opening stocks,Financial performance,376,"ANZSIC06 groups A042, A051, and A052"
2024,Level 3,AA32,"Agriculture, Forestry and Fishing Support Services and Hunting",Dollars (millions),H22,Closing stocks,Financial performance,394,"ANZSIC06 groups A042, A051, and A052"
2024,Level 3,AA32,"Agriculture, Forestry and Fishing Support Services and Hunting",Dollars (millions),H23,Surplus before income tax,Financial performance,552,"ANZSIC06 groups A042, A051, and A052"
2024,Level 3,AA32,"Agriculture, Forestry and Fishing Support Services and Hunting",Dollars (millions),H24,Total assets,Financial position,9574,"ANZSIC06 groups A042, A051, and A052"
2024,Level 3,AA32,"Agriculture, Forestry and Fishing Support Services and Hunting",Dollars (millions),H25,Current assets,Financial position,2409,"ANZSIC06 groups A042, A051, and A052"
2024,Level 3,AA32,"Agriculture, Forestry and Fishing Support Services and Hunting",Dollars (millions),H26,Fixed tangible assets,Financial position,5620,"ANZSIC06 groups A042, A051, and A052"
2024,Level 3,AA32,"Agriculture, Forestry and Fishing Support Services and Hunting",Dollars (millions),H29,Other assets,Financial position,1546,"ANZSIC06 groups A042, A051, and A052"
2024,Level 3,AA32,"Agriculture, Forestry and Fishing Support Services and Hunting",Dollars (millions),H30,Total equity and liabilities,Financial position,9574,"ANZSIC06 groups A042, A051, and A052"
2024,Level 3,AA32,"Agriculture, Forestry and Fishing Support Services and Hunting",Dollars (millions),H31,Shareholders funds or owners equity,Financial position,4074,"ANZSIC06 groups A042, A051, and A052"
2024,Level 3,AA32,"Agriculture, Forestry and Fishing Support Services and Hunting",Dollars (millions),H32,Current liabilities,Financial position,2653,"ANZSIC06 groups A042, A051, and A052"
2024,Level 3,AA32,"Agriculture, Forestry and Fishing Support Services and Hunting",Dollars (millions),H33,Other liabilities,Financial position,2847,"ANZSIC06 groups A042, A051, and A052"
2024,Level 3,AA32,"Agriculture, Forestry and Fishing Support Services and Hunting",Dollars,H34,Total income per employee count,Financial ratios,220600,"ANZSIC06 groups A042, A051, and A052"
2024,Level 3,AA32,"Agriculture, Forestry and Fishing Support Services and Hunting",Dollars,H35,Surplus per employee count,Financial ratios,18100,"ANZSIC06 groups A042, A051, and A052"
2024,Level 3,AA32,"Agriculture, Forestry and Fishing Support Services and Hunting",Percentage,H36,Current ratio,Financial ratios,91,"ANZSIC06 groups A042, A051, and A052"
2024,Level 3,AA32,"Agriculture, Forestry and Fishing Support Services and Hunting",Percentage,H37,Quick ratio,Financial ratios,76,"ANZSIC06 groups A042, A051, and A052"
2024,Level 3,AA32,"Agriculture, Forestry and Fishing Support Services and Hunting",Percentage,H39,Return on equity,Financial ratios,14,"ANZSIC06 groups A042, A051, and A052"
2024,Level 3,AA32,"Agriculture, Forestry and Fishing Support Services and Hunting",Percentage,H40,Return on total assets,Financial ratios,6,"ANZSIC06 groups A042, A051, and A052"
2024,Level 3,AA32,"Agriculture, Forestry and Fishing Support Services and Hunting",Percentage,H41,Liabilities structure,Financial ratios,43,"ANZSIC06 groups A042, A051, and A052"
2024,Level 1,BB,Mining,Dollars (millions),H01,Total income,Financial performance,5758,ANZSIC06 division B
2024,Level 1,BB,Mining,Dollars (millions),H04,Sales of goods and services,Financial performance,5465,ANZSIC06 division B
2024,Level 1,BB,Mining,Dollars (millions),H05,"Interest, dividends and donations",Financial performance,184,ANZSIC06 division B
2024,Level 1,BB,Mining,Dollars (millions),H06,"Government funding, grants and subsidies",Financial performance,0,ANZSIC06 division B
2024,Level 1,BB,Mining,Dollars (millions),H07,Non-operating income,Financial performance,109,ANZSIC06 division B
2024,Level 1,BB,Mining,Dollars (millions),H08,Total expenditure,Financial performance,5237,ANZSIC06 division B
2024,Level 1,BB,Mining,Dollars (millions),H09,Interest and donations,Financial performance,245,ANZSIC06 division B
2024,Level 1,BB,Mining,Dollars (millions),H10,Indirect taxes,Financial performance,49,ANZSIC06 division B
2024,Level 1,BB,Mining,Dollars (millions),H11,Depreciation,Financial performance,1034,ANZSIC06 division B
2024,Level 1,BB,Mining,Dollars (millions),H12,Salaries and wages paid,Financial performance,798,ANZSIC06 division B
2024,Level 1,BB,Mining,Dollars (millions),H13,Redundancy and severance,Financial performance,1,ANZSIC06 division B
2024,Level 1,BB,Mining,Dollars (millions),H19,Purchases and other operating expenses,Financial performance,2732,ANZSIC06 division B
2024,Level 1,BB,Mining,Dollars (millions),H20,Non-operating expenses,Financial performance,379,ANZSIC06 division B
2024,Level 1,BB,Mining,Dollars (millions),H21,Opening stocks,Financial performance,465,ANZSIC06 division B
2024,Level 1,BB,Mining,Dollars (millions),H22,Closing stocks,Financial performance,506,ANZSIC06 division B
2024,Level 1,BB,Mining,Dollars (millions),H23,Surplus before income tax,Financial performance,562,ANZSIC06 division B
2024,Level 1,BB,Mining,Dollars (millions),H24,Total assets,Financial position,12868,ANZSIC06 division B
2024,Level 1,BB,Mining,Dollars (millions),H25,Current assets,Financial position,4065,ANZSIC06 division B
2024,Level 1,BB,Mining,Dollars (millions),H26,Fixed tangible assets,Financial position,5725,ANZSIC06 division B
2024,Level 1,BB,Mining,Dollars (millions),H27,Additions to fixed assets,Financial position,1201,ANZSIC06 division B
2024,Level 1,BB,Mining,Dollars (millions),H28,Disposals of fixed assets,Financial position,369,ANZSIC06 division B
2024,Level 1,BB,Mining,Dollars (millions),H29,Other assets,Financial position,3078,ANZSIC06 division B
2024,Level 1,BB,Mining,Dollars (millions),H30,Total equity and liabilities,Financial position,12868,ANZSIC06 division B
2024,Level 1,BB,Mining,Dollars (millions),H31,Shareholders funds or owners equity,Financial position,4269,ANZSIC06 division B
2024,Level 1,BB,Mining,Dollars (millions),H32,Current liabilities,Financial position,3910,ANZSIC06 division B
2024,Level 1,BB,Mining,Dollars (millions),H33,Other liabilities,Financial position,4688,ANZSIC06 division B
2024,Level 1,BB,Mining,Dollars,H34,Total income per employee count,Financial ratios,957700,ANZSIC06 division B
2024,Level 1,BB,Mining,Dollars,H35,Surplus per employee count,Financial ratios,93500,ANZSIC06 division B
2024,Level 1,BB,Mining,Percentage,H36,Current ratio,Financial ratios,104,ANZSIC06 division B
2024,Level 1,BB,Mining,Percentage,H37,Quick ratio,Financial ratios,91,ANZSIC06 division B
2024,Level 1,BB,Mining,Percentage,H39,Return on equity,Financial ratios,13,ANZSIC06 division B
2024,Level 1,BB,Mining,Percentage,H40,Return on total assets,Financial ratios,4,ANZSIC06 division B
2024,Level 1,BB,Mining,Percentage,H41,Liabilities structure,Financial ratios,33,ANZSIC06 division B
2024,Level 1,CC,Manufacturing,Dollars (millions),H01,Total income,Financial performance,127367,ANZSIC06 division C
2024,Level 1,CC,Manufacturing,Dollars (millions),H02,Sales of goods not further processed,Financial performance,7334,ANZSIC06 division C
2024,Level 1,CC,Manufacturing,Dollars (millions),H03,Sales of other goods and services,Financial performance,118259,ANZSIC06 division C
2024,Level 1,CC,Manufacturing,Dollars (millions),H05,"Interest, dividends and donations",Financial performance,683,ANZSIC06 division C
2024,Level 1,CC,Manufacturing,Dollars (millions),H06,"Government funding, grants and subsidies",Financial performance,159,ANZSIC06 division C
2024,Level 1,CC,Manufacturing,Dollars (millions),H07,Non-operating income,Financial performance,932,ANZSIC06 division C
2024,Level 1,CC,Manufacturing,Dollars (millions),H08,Total expenditure,Financial performance,120248,ANZSIC06 division C
2024,Level 1,CC,Manufacturing,Dollars (millions),H09,Interest and donations,Financial performance,1397,ANZSIC06 division C
2024,Level 1,CC,Manufacturing,Dollars (millions),H10,Indirect taxes,Financial performance,1060,ANZSIC06 division C
2024,Level 1,CC,Manufacturing,Dollars (millions),H11,Depreciation,Financial performance,4112,ANZSIC06 division C
2024,Level 1,CC,Manufacturing,Dollars (millions),H12,Salaries and wages paid,Financial performance,19653,ANZSIC06 division C
2024,Level 1,CC,Manufacturing,Dollars (millions),H13,Redundancy and severance,Financial performance,51,ANZSIC06 division C
2024,Level 1,CC,Manufacturing,Dollars (millions),H17,Purchases of goods bought for resale,Financial performance,4695,ANZSIC06 division C
2024,Level 1,CC,Manufacturing,Dollars (millions),H18,Other Purchases and operating expenses,Financial performance,88387,ANZSIC06 division C
2024,Level 1,CC,Manufacturing,Dollars (millions),H20,Non-operating expenses,Financial performance,944,ANZSIC06 division C
2024,Level 1,CC,Manufacturing,Dollars (millions),H21,Opening stocks,Financial performance,19395,ANZSIC06 division C
2024,Level 1,CC,Manufacturing,Dollars (millions),H22,Closing stocks,Financial performance,19155,ANZSIC06 division C
2024,Level 1,CC,Manufacturing,Dollars (millions),H23,Surplus before income tax,Financial performance,6880,ANZSIC06 division C
2024,Level 1,CC,Manufacturing,Dollars (millions),H24,Total assets,Financial position,108120,ANZSIC06 division C
2024,Level 1,CC,Manufacturing,Dollars (millions),H25,Current assets,Financial position,50542,ANZSIC06 division C
2024,Level 1,CC,Manufacturing,Dollars (millions),H26,Fixed tangible assets,Financial position,33585,ANZSIC06 division C
2024,Level 1,CC,Manufacturing,Dollars (millions),H27,Additions to fixed assets,Financial position,5864,ANZSIC06 division C
2024,Level 1,CC,Manufacturing,Dollars (millions),H28,Disposals of fixed assets,Financial position,1465,ANZSIC06 division C
2024,Level 1,CC,Manufacturing,Dollars (millions),H29,Other assets,Financial position,23994,ANZSIC06 division C
2024,Level 1,CC,Manufacturing,Dollars (millions),H30,Total equity and liabilities,Financial position,108120,ANZSIC06 division C
2024,Level 1,CC,Manufacturing,Dollars (millions),H31,Shareholders funds or owners equity,Financial position,49176,ANZSIC06 division C
2024,Level 1,CC,Manufacturing,Dollars (millions),H32,Current liabilities,Financial position,35124,ANZSIC06 division C
2024,Level 1,CC,Manufacturing,Dollars (millions),H33,Other liabilities,Financial position,23821,ANZSIC06 division C
2024,Level 1,CC,Manufacturing,Dollars,H34,Total income per employee count,Financial ratios,526800,ANZSIC06 division C
2024,Level 1,CC,Manufacturing,Dollars,H35,Surplus per employee count,Financial ratios,28500,ANZSIC06 division C
2024,Level 1,CC,Manufacturing,Percentage,H36,Current ratio,Financial ratios,144,ANZSIC06 division C
2024,Level 1,CC,Manufacturing,Percentage,H37,Quick ratio,Financial ratios,89,ANZSIC06 division C
2024,Level 1,CC,Manufacturing,Percentage,H38,Margin on sales of goods for resale,Financial ratios,36,ANZSIC06 division C
2024,Level 1,CC,Manufacturing,Percentage,H39,Return on equity,Financial ratios,14,ANZSIC06 division C
2024,Level 1,CC,Manufacturing,Percentage,H40,Return on total assets,Financial ratios,6,ANZSIC06 division C
2024,Level 1,CC,Manufacturing,Percentage,H41,Liabilities structure,Financial ratios,45,ANZSIC06 division C
2024,Level 3,CC15,Beverage and Tobacco Product Manufacturing,Dollars (millions),H01,Total income,Financial performance,7644,ANZSIC06 groups C121 and C122
2024,Level 3,CC15,Beverage and Tobacco Product Manufacturing,Dollars (millions),H02,Sales of goods not further processed,Financial performance,479,ANZSIC06 groups C121 and C122
2024,Level 3,CC15,Beverage and Tobacco Product Manufacturing,Dollars (millions),H03,Sales of other goods and services,Financial performance,7088,ANZSIC06 groups C121 and C122
2024,Level 3,CC15,Beverage and Tobacco Product Manufacturing,Dollars (millions),H05,"Interest, dividends and donations",Financial performance,25,ANZSIC06 groups C121 and C122
2024,Level 3,CC15,Beverage and Tobacco Product Manufacturing,Dollars (millions),H06,"Government funding, grants and subsidies",Financial performance,3,ANZSIC06 groups C121 and C122
2024,Level 3,CC15,Beverage and Tobacco Product Manufacturing,Dollars (millions),H07,Non-operating income,Financial performance,50,ANZSIC06 groups C121 and C122
2024,Level 3,CC15,Beverage and Tobacco Product Manufacturing,Dollars (millions),H08,Total expenditure,Financial performance,7363,ANZSIC06 groups C121 and C122
2024,Level 3,CC15,Beverage and Tobacco Product Manufacturing,Dollars (millions),H09,Interest and donations,Financial performance,141,ANZSIC06 groups C121 and C122
2024,Level 3,CC15,Beverage and Tobacco Product Manufacturing,Dollars (millions),H10,Indirect taxes,Financial performance,711,ANZSIC06 groups C121 and C122
2024,Level 3,CC15,Beverage and Tobacco Product Manufacturing,Dollars (millions),H11,Depreciation,Financial performance,358,ANZSIC06 groups C121 and C122
2024,Level 3,CC15,Beverage and Tobacco Product Manufacturing,Dollars (millions),H12,Salaries and wages paid,Financial performance,785,ANZSIC06 groups C121 and C122
2024,Level 3,CC15,Beverage and Tobacco Product Manufacturing,Dollars (millions),H13,Redundancy and severance,Financial performance,3,ANZSIC06 groups C121 and C122
2024,Level 3,CC15,Beverage and Tobacco Product Manufacturing,Dollars (millions),H17,Purchases of goods bought for resale,Financial performance,310,ANZSIC06 groups C121 and C122
2024,Level 3,CC15,Beverage and Tobacco Product Manufacturing,Dollars (millions),H18,Other Purchases and operating expenses,Financial performance,5012,ANZSIC06 groups C121 and C122
2024,Level 3,CC15,Beverage and Tobacco Product Manufacturing,Dollars (millions),H20,Non-operating expenses,Financial performance,46,ANZSIC06 groups C121 and C122
2024,Level 3,CC15,Beverage and Tobacco Product Manufacturing,Dollars (millions),H21,Opening stocks,Financial performance,2253,ANZSIC06 groups C121 and C122
2024,Level 3,CC15,Beverage and Tobacco Product Manufacturing,Dollars (millions),H22,Closing stocks,Financial performance,2384,ANZSIC06 groups C121 and C122
2024,Level 3,CC15,Beverage and Tobacco Product Manufacturing,Dollars (millions),H23,Surplus before income tax,Financial performance,412,ANZSIC06 groups C121 and C122
2024,Level 3,CC15,Beverage and Tobacco Product Manufacturing,Dollars (millions),H24,Total assets,Financial position,11154,ANZSIC06 groups C121 and C122
2024,Level 3,CC15,Beverage and Tobacco Product Manufacturing,Dollars (millions),H25,Current assets,Financial position,4650,ANZSIC06 groups C121 and C122
2024,Level 3,CC15,Beverage and Tobacco Product Manufacturing,Dollars (millions),H26,Fixed tangible assets,Financial position,4376,ANZSIC06 groups C121 and C122
2024,Level 3,CC15,Beverage and Tobacco Product Manufacturing,Dollars (millions),H27,Additions to fixed assets,Financial position,691,ANZSIC06 groups C121 and C122
2024,Level 3,CC15,Beverage and Tobacco Product Manufacturing,Dollars (millions),H28,Disposals of fixed assets,Financial position,156,ANZSIC06 groups C121 and C122
2024,Level 3,CC15,Beverage and Tobacco Product Manufacturing,Dollars (millions),H29,Other assets,Financial position,2128,ANZSIC06 groups C121 and C122
2024,Level 3,CC15,Beverage and Tobacco Product Manufacturing,Dollars (millions),H30,Total equity and liabilities,Financial position,11154,ANZSIC06 groups C121 and C122
2024,Level 3,CC15,Beverage and Tobacco Product Manufacturing,Dollars (millions),H31,Shareholders funds or owners equity,Financial position,5295,ANZSIC06 groups C121 and C122
2024,Level 3,CC15,Beverage and Tobacco Product Manufacturing,Dollars (millions),H32,Current liabilities,Financial position,2965,ANZSIC06 groups C121 and C122
2024,Level 3,CC15,Beverage and Tobacco Product Manufacturing,Dollars (millions),H33,Other liabilities,Financial position,2894,ANZSIC06 groups C121 and C122
2024,Level 3,CC15,Beverage and Tobacco Product Manufacturing,Dollars,H34,Total income per employee count,Financial ratios,729700,ANZSIC06 groups C121 and C122
2024,Level 3,CC15,Beverage and Tobacco Product Manufacturing,Dollars,H35,Surplus per employee count,Financial ratios,39300,ANZSIC06 groups C121 and C122
2024,Level 3,CC15,Beverage and Tobacco Product Manufacturing,Percentage,H36,Current ratio,Financial ratios,157,ANZSIC06 groups C121 and C122
2024,Level 3,CC15,Beverage and Tobacco Product Manufacturing,Percentage,H37,Quick ratio,Financial ratios,76,ANZSIC06 groups C121 and C122
2024,Level 3,CC15,Beverage and Tobacco Product Manufacturing,Percentage,H38,Margin on sales of goods for resale,Financial ratios,35,ANZSIC06 groups C121 and C122
2024,Level 3,CC15,Beverage and Tobacco Product Manufacturing,Percentage,H39,Return on equity,Financial ratios,8,ANZSIC06 groups C121 and C122
2024,Level 3,CC15,Beverage and Tobacco Product Manufacturing,Percentage,H40,Return on total assets,Financial ratios,4,ANZSIC06 groups C121 and C122
2024,Level 3,CC15,Beverage and Tobacco Product Manufacturing,Percentage,H41,Liabilities structure,Financial ratios,47,ANZSIC06 groups C121 and C122
2024,Level 4,CC151,Beverage and Tobacco Product Manufacturing,Dollars (millions),H01,Total income,Financial performance,7644,ANZSIC06 groups C121 and C122
2024,Level 4,CC151,Beverage and Tobacco Product Manufacturing,Dollars (millions),H02,Sales of goods not further processed,Financial performance,479,ANZSIC06 groups C121 and C122
2024,Level 4,CC151,Beverage and Tobacco Product Manufacturing,Dollars (millions),H03,Sales of other goods and services,Financial performance,7088,ANZSIC06 groups C121 and C122
2024,Level 4,CC151,Beverage and Tobacco Product Manufacturing,Dollars (millions),H05,"Interest, dividends and donations",Financial performance,25,ANZSIC06 groups C121 and C122
2024,Level 4,CC151,Beverage and Tobacco Product Manufacturing,Dollars (millions),H06,"Government funding, grants and subsidies",Financial performance,3,ANZSIC06 groups C121 and C122
2024,Level 4,CC151,Beverage and Tobacco Product Manufacturing,Dollars (millions),H07,Non-operating income,Financial performance,50,ANZSIC06 groups C121 and C122
2024,Level 4,CC151,Beverage and Tobacco Product Manufacturing,Dollars (millions),H08,Total expenditure,Financial performance,7363,ANZSIC06 groups C121 and C122
2024,Level 4,CC151,Beverage and Tobacco Product Manufacturing,Dollars (millions),H09,Interest and donations,Financial performance,141,ANZSIC06 groups C121 and C122
2024,Level 4,CC151,Beverage and Tobacco Product Manufacturing,Dollars (millions),H10,Indirect taxes,Financial performance,711,ANZSIC06 groups C121 and C122
2024,Level 4,CC151,Beverage and Tobacco Product Manufacturing,Dollars (millions),H11,Depreciation,Financial performance,358,ANZSIC06 groups C121 and C122
2024,Level 4,CC151,Beverage and Tobacco Product Manufacturing,Dollars (millions),H12,Salaries and wages paid,Financial performance,785,ANZSIC06 groups C121 and C122
2024,Level 4,CC151,Beverage and Tobacco Product Manufacturing,Dollars (millions),H13,Redundancy and severance,Financial performance,3,ANZSIC06 groups C121 and C122
2024,Level 4,CC151,Beverage and Tobacco Product Manufacturing,Dollars (millions),H17,Purchases of goods bought for resale,Financial performance,310,ANZSIC06 groups C121 and C122
2024,Level 4,CC151,Beverage and Tobacco Product Manufacturing,Dollars (millions),H18,Other Purchases and operating expenses,Financial performance,5012,ANZSIC06 groups C121 and C122
2024,Level 4,CC151,Beverage and Tobacco Product Manufacturing,Dollars (millions),H20,Non-operating expenses,Financial performance,46,ANZSIC06 groups C121 and C122
2024,Level 4,CC151,Beverage and Tobacco Product Manufacturing,Dollars (millions),H21,Opening stocks,Financial performance,2253,ANZSIC06 groups C121 and C122
2024,Level 4,CC151,Beverage and Tobacco Product Manufacturing,Dollars (millions),H22,Closing stocks,Financial performance,2384,ANZSIC06 groups C121 and C122
2024,Level 4,CC151,Beverage and Tobacco Product Manufacturing,Dollars (millions),H23,Surplus before income tax,Financial performance,412,ANZSIC06 groups C121 and C122
2024,Level 4,CC151,Beverage and Tobacco Product Manufacturing,Dollars (millions),H24,Total assets,Financial position,11154,ANZSIC06 groups C121 and C122
2024,Level 4,CC151,Beverage and Tobacco Product Manufacturing,Dollars (millions),H25,Current assets,Financial position,4650,ANZSIC06 groups C121 and C122
2024,Level 4,CC151,Beverage and Tobacco Product Manufacturing,Dollars (millions),H26,Fixed tangible assets,Financial position,4376,ANZSIC06 groups C121 and C122
2024,Level 4,CC151,Beverage and Tobacco Product Manufacturing,Dollars (millions),H27,Additions to fixed assets,Financial position,691,ANZSIC06 groups C121 and C122
2024,Level 4,CC151,Beverage and Tobacco Product Manufacturing,Dollars (millions),H28,Disposals of fixed assets,Financial position,156,ANZSIC06 groups C121 and C122
2024,Level 4,CC151,Beverage and Tobacco Product Manufacturing,Dollars (millions),H29,Other assets,Financial position,2128,ANZSIC06 groups C121 and C122
2024,Level 4,CC151,Beverage and Tobacco Product Manufacturing,Dollars (millions),H30,Total equity and liabilities,Financial position,11154,ANZSIC06 groups C121 and C122
2024,Level 4,CC151,Beverage and Tobacco Product Manufacturing,Dollars (millions),H31,Shareholders funds or owners equity,Financial position,5295,ANZSIC06 groups C121 and C122
2024,Level 4,CC151,Beverage and Tobacco Product Manufacturing,Dollars (millions),H32,Current liabilities,Financial position,2965,ANZSIC06 groups C121 and C122
2024,Level 4,CC151,Beverage and Tobacco Product Manufacturing,Dollars (millions),H33,Other liabilities,Financial position,2894,ANZSIC06 groups C121 and C122
2024,Level 4,CC151,Beverage and Tobacco Product Manufacturing,Dollars,H34,Total income per employee count,Financial ratios,729700,ANZSIC06 groups C121 and C122
2024,Level 4,CC151,Beverage and Tobacco Product Manufacturing,Dollars,H35,Surplus per employee count,Financial ratios,39300,ANZSIC06 groups C121 and C122
2024,Level 4,CC151,Beverage and Tobacco Product Manufacturing,Percentage,H36,Current ratio,Financial ratios,157,ANZSIC06 groups C121 and C122
2024,Level 4,CC151,Beverage and Tobacco Product Manufacturing,Percentage,H37,Quick ratio,Financial ratios,76,ANZSIC06 groups C121 and C122
2024,Level 4,CC151,Beverage and Tobacco Product Manufacturing,Percentage,H38,Margin on sales of goods for resale,Financial ratios,35,ANZSIC06 groups C121 and C122
2024,Level 4,CC151,Beverage and Tobacco Product Manufacturing,Percentage,H39,Return on equity,Financial ratios,8,ANZSIC06 groups C121 and C122
2024,Level 4,CC151,Beverage and Tobacco Product Manufacturing,Percentage,H40,Return on total assets,Financial ratios,4,ANZSIC06 groups C121 and C122
2024,Level 4,CC151,Beverage and Tobacco Product Manufacturing,Percentage,H41,Liabilities structure,Financial ratios,47,ANZSIC06 groups C121 and C122
2024,Level 3,CC21,"Textile, Leather, Clothing and Footwear Manufacturing",Dollars (millions),H01,Total income,Financial performance,2327,"ANZSIC06 groups C131, C132, C133, C134, and C135"
2024,Level 3,CC21,"Textile, Leather, Clothing and Footwear Manufacturing",Dollars (millions),H02,Sales of goods not further processed,Financial performance,228,"ANZSIC06 groups C131, C132, C133, C134, and C135"
2024,Level 3,CC21,"Textile, Leather, Clothing and Footwear Manufacturing",Dollars (millions),H03,Sales of other goods and services,Financial performance,1993,"ANZSIC06 groups C131, C132, C133, C134, and C135"
2024,Level 3,CC21,"Textile, Leather, Clothing and Footwear Manufacturing",Dollars (millions),H05,"Interest, dividends and donations",Financial performance,14,"ANZSIC06 groups C131, C132, C133, C134, and C135"
2024,Level 3,CC21,"Textile, Leather, Clothing and Footwear Manufacturing",Dollars (millions),H06,"Government funding, grants and subsidies",Financial performance,2,"ANZSIC06 groups C131, C132, C133, C134, and C135"
2024,Level 3,CC21,"Textile, Leather, Clothing and Footwear Manufacturing",Dollars (millions),H07,Non-operating income,Financial performance,92,"ANZSIC06 groups C131, C132, C133, C134, and C135"
2024,Level 3,CC21,"Textile, Leather, Clothing and Footwear Manufacturing",Dollars (millions),H08,Total expenditure,Financial performance,2181,"ANZSIC06 groups C131, C132, C133, C134, and C135"
2024,Level 3,CC21,"Textile, Leather, Clothing and Footwear Manufacturing",Dollars (millions),H09,Interest and donations,Financial performance,38,"ANZSIC06 groups C131, C132, C133, C134, and C135"
2024,Level 3,CC21,"Textile, Leather, Clothing and Footwear Manufacturing",Dollars (millions),H10,Indirect taxes,Financial performance,8,"ANZSIC06 groups C131, C132, C133, C134, and C135"
2024,Level 3,CC21,"Textile, Leather, Clothing and Footwear Manufacturing",Dollars (millions),H11,Depreciation,Financial performance,62,"ANZSIC06 groups C131, C132, C133, C134, and C135"
